1a06_A	17	145	Q63450	nonHumanMammal
2pq6_A	1	375	A6XNC5	plantfungi
2pq6_A	196	385	A6XNC5	plantfungi
2pq6_A	197	421	A6XNC5	plantfungi
2pq6_A	221	371	A6XNC5	plantfungi
2pq6_A	246	385	A6XNC5	plantfungi
2pq6_A	246	420	A6XNC5	plantfungi
2pq6_A	247	367	A6XNC5	plantfungi
2pq6_A	247	402	A6XNC5	plantfungi
2pq6_A	282	368	A6XNC5	plantfungi
2pq6_A	287	394	A6XNC5	plantfungi
2pq6_A	319	385	A6XNC5	plantfungi
2pq6_A	321	403	A6XNC5	plantfungi
2pq6_A	321	423	A6XNC5	plantfungi
2pq6_A	355	422	A6XNC5	plantfungi
2pq7_A	121	171	Q1EM40	bacteria
2pq7_A	143	175	Q1EM40	bacteria
2pq7_A	17	143	Q1EM40	bacteria
2pqv_A	1	76	A0A0H2UMZ7	bacteria
2pr7_A	1	122	nan	nan
2psq_A	119	282	P21802	human
2pt7_A	166	193	Q7BK04	bacteria
2puj_A	101	283	P47229	bacteria
2puj_A	214	282	P47229	bacteria
2pwq_A	4	155	Q7RP52	invertebrate
2pwq_A	9	96	Q7RP52	invertebrate
2px2_A	43	243	P05769	virus
2py5_A	368	486	P03680	virus
2py5_A	52	382	P03680	virus
2py5_A	52	434	P03680	virus
2py5_A	52	544	P03680	virus
2py6_A	209	374	Q1GXX6	bacteria
2py6_A	211	337	Q1GXX6	bacteria
2py6_A	215	318	Q1GXX6	bacteria
2pzi_A	132	261	P9WI73	bacteria
2q09_A	1	133	A0KF84	bacteria
2q3h_A	1	169	Q7L0Q8	human
2q4r_A	4	187	O15305	human
2q4r_A	4	237	O15305	human
2q4r_A	5	210	O15305	human
2q53_A	1	163	O75223	human
2q6t_A	172	378	Q9Z693	bacteria
2q6t_A	356	420	Q9Z693	bacteria
2q73_A	17	91	Q2F9Z1	bacteria
2qa1_A	3	166	Q93LY7	bacteria
2qeq_A	1	141	P14335	virus
2qeq_A	1	162	P14335	virus
2qeq_A	1	265	P14335	virus
2qeq_A	1	416	P14335	virus
2qeq_A	159	266	P14335	virus
2qeq_A	167	399	P14335	virus
2qeq_A	264	416	P14335	virus
2qeq_A	35	263	P14335	virus
2qeq_A	74	197	P14335	virus
2qeq_A	87	263	P14335	virus
2qf9_A	90	161	Q8CK01	bacteria
2qfa_A	3	89	O15392	human
2qfa_A	5	110	O15392	human
2qfa_A	6	126	O15392	human
2qgs_A	19	205	A0A0H2VIU2	bacteria
2qgs_A	3	205	A0A0H2VIU2	bacteria
2qgs_A	7	126	A0A0H2VIU2	bacteria
2qgz_A	49	183	A0A0H2UTE5	bacteria
2qgz_A	53	123	A0A0H2UTE5	bacteria
2qik_A	178	270	P39759	bacteria
2qk9_A	1	154	O60930	human
2qkb_A	3	153	O60930	human
2qkb_A	42	153	O60930	human
2qkb_A	5	129	O60930	human
2qkr_A	16	125	Q5CRJ8	invertebrate
2qkr_A	16	169	Q5CRJ8	invertebrate
2qkr_A	34	125	Q5CRJ8	invertebrate
2qkr_A	62	268	Q5CRJ8	invertebrate
2qkr_A	78	185	Q5CRJ8	invertebrate
2qkr_A	93	219	Q5CRJ8	invertebrate
2qkr_A	96	263	Q5CRJ8	invertebrate
2qkx_A	10	185	P9WMN3	bacteria
2qkx_A	8	139	P9WMN3	bacteria
2qkx_A	8	223	P9WMN3	bacteria
2qma_A	132	315	Q87NC6	bacteria
2qma_A	148	315	Q87NC6	bacteria
2qnj_A	65	210	P27448	human
2qnj_A	86	214	P27448	human
2qo2_A	223	275	P29320	human
2qod_A	215	267	P29320	human
2qof_A	217	269	P29320	human
2qoi_A	215	267	P29320	human
2qok_A	221	273	P29320	human
2qol_A	212	264	P29320	human
2qon_A	219	271	P29320	human
2qoo_A	215	267	P29320	human
2qoo_A	36	261	P29320	human
2qor_A	7	157	nan	nan
2qq5_A	1	93	Q96LJ7	human
2qqp_A	1	485	Q80IX5	virus
2qqp_B	1	40	Q80IX5	virus
2qrn_A	141	222	P27707	human
2qty_A	11	305	Q8CG72	nonHumanMammal
2qty_A	50	168	Q8CG72	nonHumanMammal
2quh_A	1	371	P23381	human
2quh_A	119	346	P23381	human
2quh_A	35	159	P23381	human
2quh_A	58	369	P23381	human
2quy_A	1	168	P12256	bacteria
2qvb_A	19	93	P9WMR9	bacteria
2qx0_A	3	147	A0A0H2W2M8	bacteria
2qx0_A	53	135	A0A0H2W2M8	bacteria
2qx0_A	53	157	A0A0H2W2M8	bacteria
2qy2_A	1	100	Q5UQX1	virus
2qy2_A	1	139	Q5UQX1	virus
2qy2_A	1	225	Q5UQX1	virus
2qy2_A	101	203	Q5UQX1	virus
2qy2_A	145	203	Q5UQX1	virus
2qyj_A	1	145	nan	nan
2qyj_A	19	144	nan	nan
2qyu_A	11	50	Q8ZNR3	bacteria
2qyu_A	4	24	Q8ZNR3	bacteria
2qz4_A	11	163	Q9UQ90	human
2qz4_A	30	168	Q9UQ90	human
2qzs_A	2	258	P0A6U8	bacteria
2r0b_A	2	112	Q8WUJ0	human
2r0b_A	2	131	Q8WUJ0	human
2r0b_A	2	152	Q8WUJ0	human
2r0b_A	33	133	Q8WUJ0	human
2r0b_A	51	150	Q8WUJ0	human
2r0b_A	54	131	Q8WUJ0	human
2r0b_A	69	151	Q8WUJ0	human
2r0b_A	86	152	Q8WUJ0	human
2r2j_A	16	149	Q9BS26	human
2r3a_A	119	253	Q9H5I1	human
2r3a_A	137	270	Q9H5I1	human
2r3i_A	104	217	P24941	human
2r3i_A	37	182	P24941	human
2r3i_A	37	225	P24941	human
2r3i_A	37	275	P24941	human
2r3i_A	4	216	P24941	human
2r3i_A	53	200	P24941	human
2r3i_A	71	190	P24941	human
2r3i_A	91	270	P24941	human
2r62_A	24	196	P71408	bacteria
2r62_A	25	169	P71408	bacteria
2r6f_A	2	340	Q5KVB6	bacteria
2r7o_A	399	926	O37061	virus
2r7q_A	399	926	O37061	virus
2r7r_A	220	1015	O37061	virus
2r7r_A	220	712	O37061	virus
2r7r_A	73	687	O37061	virus
2r9g_A	1	105	nan	nan
2r9g_A	1	125	nan	nan
2r9g_A	1	149	nan	nan
2r9r_B	1	166	nan	nan
2r9r_B	1	292	nan	nan
2r9r_B	1	350	nan	nan
2rd0_A	725	896	P42336	human
2rd8_A	132	234	P04818	human
2rd8_A	3	284	P04818	human
2rdd_B	3	36	nan	nan
2rff_A	2	96	Q97XP0	bacteria
2rfm_A	1	177	Q978J0	bacteria
2rfv_A	49	216	Q84AR1	bacteria
2rko_A	1	171	P52917	plantfungi
2rpb_A	19	113	O58205	bacteria
2rpb_A	19	95	O58205	bacteria
2rpr_A	7	87	Q4VC44	human
2rsv_A	128	279	Q99986	human
2rsv_A	158	271	Q99986	human
2rsv_A	30	270	Q99986	human
2rsv_A	33	224	Q99986	human
2rsv_A	38	347	Q99986	human
2rsv_A	76	280	Q99986	human
2rvh_A	9	109	P32911	plantfungi
2tbv_A	1	269	P11795	virus
2ts1_A	130	181	P00952	bacteria
2uu7_A	130	256	Q8HZM5	nonHumanMammal
2uur_A	144	211	P20849	human
2uvl_A	12	94	Q13489	human
2uw2_A	13	276	P31350	human
2uw9_A	13	266	P31751	human
2uw9_A	17	210	P31751	human
2uw9_A	93	265	P31751	human
2v0o_A	96	206	Q0JRZ9	human
2v1x_A	119	361	P46063	human
2v1x_A	21	357	P46063	human
2v1x_A	237	405	P46063	human
2v1x_A	238	346	P46063	human
2v1x_A	239	363	P46063	human
2v1x_A	239	437	P46063	human
2v1x_A	25	373	P46063	human
2v1x_A	25	405	P46063	human
2v1x_A	255	361	P46063	human
2v1x_A	27	434	P46063	human
2v1x_A	271	361	P46063	human
2v1x_A	29	508	P46063	human
2v1x_A	42	361	P46063	human
2v1x_A	5	360	P46063	human
2v40_A	364	419	P30520	human
2v4a_A	20	179	nan	nan
2v4h_C	10	108	nan	nan
2v4m_A	10	174	Q06210	human
2v4m_A	209	353	Q06210	human
2v4m_A	52	174	Q06210	human
2v54_A	1	139	P68693	virus
2v54_A	1	205	P68693	virus
2v54_A	4	107	P68693	virus
2v5q_C	19	98	nan	nan
2v5q_C	50	98	nan	nan
2v62_A	1	177	Q86Y07	human
2v62_A	47	180	Q86Y07	human
2v62_A	6	241	Q86Y07	human
2v62_A	86	170	Q86Y07	human
2v6i_A	1	422	Q32ZD5	virus
2v6i_A	126	176	Q32ZD5	virus
2v6i_A	134	267	Q32ZD5	virus
2v6i_A	157	268	Q32ZD5	virus
2v6i_A	176	267	Q32ZD5	virus
2v6i_A	275	422	Q32ZD5	virus
2v6i_A	3	287	Q32ZD5	virus
2v6i_A	32	126	Q32ZD5	virus
2v6i_A	4	136	Q32ZD5	virus
2v6i_A	86	278	Q32ZD5	virus
2v6i_A	86	302	Q32ZD5	virus
2v6i_A	9	152	Q32ZD5	virus
2v6i_A	9	268	Q32ZD5	virus
2v6j_A	1	422	Q32ZD5	virus
2v6j_A	141	278	Q32ZD5	virus
2v6j_A	157	267	Q32ZD5	virus
2v6j_A	177	267	Q32ZD5	virus
2v6j_A	267	422	Q32ZD5	virus
2v6j_A	287	422	Q32ZD5	virus
2v6j_A	70	267	Q32ZD5	virus
2v6j_A	84	288	Q32ZD5	virus
2v71_A	1	161	nan	nan
2v7z_A	1	383	P63018	nonHumanMammal
2v7z_A	1	91	P63018	nonHumanMammal
2v7z_A	332	383	P63018	nonHumanMammal
2v8o_A	3	430	P05769	virus
2v8o_A	6	146	P05769	virus
2v8o_A	9	299	P05769	virus
2vak_A	8	411	Q9E6F8	virus
2vat_A	280	348	P39058	plantfungi
2vbc_A	1	164	Q2TN89	virus
2vbc_A	1	477	Q2TN89	virus
2vbc_A	1	601	Q2TN89	virus
2vbc_A	338	450	Q2TN89	virus
2vch_A	1	139	Q9M156	plantfungi
2vch_A	1	385	Q9M156	plantfungi
2vch_A	1	417	Q9M156	plantfungi
2vch_A	1	437	Q9M156	plantfungi
2vch_A	102	392	Q9M156	plantfungi
2vch_A	197	377	Q9M156	plantfungi
2vch_A	197	395	Q9M156	plantfungi
2vch_A	197	435	Q9M156	plantfungi
2vch_A	198	418	Q9M156	plantfungi
2vch_A	223	386	Q9M156	plantfungi
2vch_A	223	437	Q9M156	plantfungi
2vch_A	245	394	Q9M156	plantfungi
2vch_A	245	434	Q9M156	plantfungi
2vch_A	246	377	Q9M156	plantfungi
2vch_A	281	378	Q9M156	plantfungi
2vch_A	325	394	Q9M156	plantfungi
2vch_A	326	378	Q9M156	plantfungi
2vch_A	326	415	Q9M156	plantfungi
2vch_A	330	436	Q9M156	plantfungi
2vch_A	4	297	Q9M156	plantfungi
2vch_A	95	432	Q9M156	plantfungi
2vcp_D	1	21	nan	nan
2vd5_A	157	234	Q09013	human
2vd5_A	60	212	Q09013	human
2vdw_A	24	297	P04298	virus
2vdw_A	7	296	P04298	virus
2vdw_B	120	210	P04318	virus
2vdw_B	2	280	P04318	virus
2vf4_X	1	68	P17169	bacteria
2vf4_X	210	360	P17169	bacteria
2vf4_X	226	307	P17169	bacteria
2vf4_X	50	360	P17169	bacteria
2vf4_X	51	176	P17169	bacteria
2vge_A	1	204	Q8WUF5	human
2vgn_A	184	361	P33309	plantfungi
2vkp_A	2	103	Q96KE9	human
2vlc_A	263	476	Q94BW3	plantfungi
2vm5_A	13	103	Q13075	human
2vpv_A	21	90	P35201	plantfungi
2vs1_A	63	398	Q9UZR7	bacteria
2vs7_A	2	180	P21505	bacteria
2vso_A	27	217	P10081	plantfungi
2vug_A	1	265	Q9UYG2	bacteria
2vux_A	10	201	Q7LG56	human
2vux_A	12	235	Q7LG56	human
2vux_A	30	101	Q7LG56	human
2vux_A	30	192	Q7LG56	human
2vux_A	30	226	Q7LG56	human
2vux_A	41	267	Q7LG56	human
2vux_A	9	269	Q7LG56	human
2vvm_A	246	308	P46882	plantfungi
2vwj_A	139	727	P56689	bacteria
2vwj_A	384	605	P56689	bacteria
2vwj_A	384	632	P56689	bacteria
2vwj_A	384	651	P56689	bacteria
2vwj_A	384	722	P56689	bacteria
2vwj_A	384	754	P56689	bacteria
2vwj_A	447	549	P56689	bacteria
2vwk_A	368	722	P56689	bacteria
2vwk_A	368	754	P56689	bacteria
2vwk_A	384	604	P56689	bacteria
2vwk_A	384	648	P56689	bacteria
2vwk_A	384	722	P56689	bacteria
2vwk_A	446	549	P56689	bacteria
2vxp_A	2	132	Q15582	human
2w01_A	3	176	P72951	bacteria
2w2a_A	1	92	F9ULL2	bacteria
2w2r_A	1	138	P08325	virus
2w2r_A	12	166	P08325	virus
2w2r_A	12	185	P08325	virus
2w3v_A	6	70	O30463	bacteria
2w45_A	138	221	P03217	virus
2w45_A	90	138	P03217	virus
2w45_A	90	155	P03217	virus
2w45_A	90	189	P03217	virus
2w45_A	90	222	P03217	virus
2w4e_A	2	60	Q9RSC1	bacteria
2w4e_A	3	137	Q9RSC1	bacteria
2w4e_A	3	76	Q9RSC1	bacteria
2w4e_A	31	129	Q9RSC1	bacteria
2w4e_A	36	112	Q9RSC1	bacteria
2w4e_A	4	120	Q9RSC1	bacteria
2w4l_A	3	158	P32321	human
2w4l_A	4	124	P32321	human
2w4o_A	13	183	Q16566	human
2w4o_A	13	242	Q16566	human
2w4o_A	35	243	Q16566	human
2w4o_A	54	242	Q16566	human
2w4u_A	1	179	P58772	nonHumanMammal
2w4u_A	17	243	P58772	nonHumanMammal
2w4u_A	43	261	P58772	nonHumanMammal
2w58_A	50	122	Q5KWD0	bacteria
2w58_A	50	163	Q5KWD0	bacteria
2w5b_A	130	200	P51955	human
2w5y_A	37	155	Q03164	human
2w6c_X	5	471	P04058	nonMammalVertebrate
2w6c_X	96	201	P04058	nonMammalVertebrate
2w7z_A	112	183	Q837D8	bacteria
2w7z_A	183	198	Q837D8	bacteria
2w8x_A	12	66	nan	nan
2w96_B	122	207	P11802	human
2w96_B	70	209	P11802	human
2w96_B	9	198	P11802	human
2w9z_B	109	216	P11802	human
2wa1_A	34	227	Q8QL64	virus
2wb1_A	1	276	B8YB53	bacteria
2wb1_A	1	470	B8YB53	bacteria
2wb1_A	170	388	B8YB53	bacteria
2wb1_A	170	420	B8YB53	bacteria
2wb1_A	247	464	B8YB53	bacteria
2wb1_A	247	799	B8YB53	bacteria
2wb1_A	263	438	B8YB53	bacteria
2wb1_A	267	762	B8YB53	bacteria
2wb1_A	272	626	B8YB53	bacteria
2wb1_A	279	424	B8YB53	bacteria
2wb1_A	28	419	B8YB53	bacteria
2wb1_A	28	809	B8YB53	bacteria
2wb1_A	3	420	B8YB53	bacteria
2wb1_A	44	614	B8YB53	bacteria
2wb1_B	1	1088	B8YB55	bacteria
2wb1_B	215	1021	B8YB55	bacteria
2wb1_B	313	1026	B8YB55	bacteria
2wb1_B	406	468	B8YB55	bacteria
2wb1_B	504	1088	B8YB55	bacteria
2wb1_B	635	994	B8YB55	bacteria
2wb1_B	776	1012	B8YB55	bacteria
2wb1_B	776	1088	B8YB55	bacteria
2wb1_B	776	994	B8YB55	bacteria
2wb1_B	833	1021	B8YB55	bacteria
2wb1_C	33	358	B8YB54	bacteria
2wdc_A	177	316	Q72IT0	bacteria
2wei_A	103	232	A3FQ16	invertebrate
2wf7_A	144	192	P71447	bacteria
2wf7_A	89	192	P71447	bacteria
2wf7_A	91	176	P71447	bacteria
2wf7_A	92	209	P71447	bacteria
2wg7_A	25	83	Q9XG81	plantfungi
2wgh_A	1	544	P23921	human
2wgh_A	1	645	P23921	human
2wgh_A	102	478	P23921	human
2wgh_A	105	172	P23921	human
2wgh_A	105	433	P23921	human
2wgh_A	105	550	P23921	human
2wgh_A	106	213	P23921	human
2wgh_A	106	615	P23921	human
2wgh_A	107	645	P23921	human
2wgh_A	111	452	P23921	human
2wgh_A	112	498	P23921	human
2wgh_A	112	594	P23921	human
2wgh_A	113	566	P23921	human
2wgh_A	114	366	P23921	human
2wgh_A	124	645	P23921	human
2wgh_A	125	547	P23921	human
2wgh_A	126	344	P23921	human
2wgh_A	126	481	P23921	human
2wgh_A	129	503	P23921	human
2wgh_A	137	565	P23921	human
2wgh_A	138	398	P23921	human
2wgh_A	140	213	P23921	human
2wgh_A	141	545	P23921	human
2wgh_A	141	645	P23921	human
2wgh_A	148	465	P23921	human
2wgh_A	148	489	P23921	human
2wgh_A	157	550	P23921	human
2wgh_A	157	645	P23921	human
2wgh_A	164	354	P23921	human
2wgh_A	169	278	P23921	human
2wgh_A	169	301	P23921	human
2wgh_A	170	330	P23921	human
2wgh_A	172	441	P23921	human
2wgh_A	173	258	P23921	human
2wgh_A	176	550	P23921	human
2wgh_A	179	487	P23921	human
2wgh_A	188	335	P23921	human
2wgh_A	188	355	P23921	human
2wgh_A	193	433	P23921	human
2wgh_A	193	566	P23921	human
2wgh_A	193	645	P23921	human
2wgh_A	194	371	P23921	human
2wgh_A	200	550	P23921	human
2wgh_A	203	596	P23921	human
2wgh_A	210	354	P23921	human
2wgh_A	213	426	P23921	human
2wgh_A	213	462	P23921	human
2wgh_A	213	502	P23921	human
2wgh_A	214	645	P23921	human
2wgh_A	215	376	P23921	human
2wgh_A	216	533	P23921	human
2wgh_A	217	550	P23921	human
2wgh_A	222	617	P23921	human
2wgh_A	229	473	P23921	human
2wgh_A	24	645	P23921	human
2wgh_A	248	545	P23921	human
2wgh_A	251	375	P23921	human
2wgh_A	251	642	P23921	human
2wgh_A	258	337	P23921	human
2wgh_A	258	492	P23921	human
2wgh_A	258	566	P23921	human
2wgh_A	260	456	P23921	human
2wgh_A	272	379	P23921	human
2wgh_A	283	550	P23921	human
2wgh_A	290	529	P23921	human
2wgh_A	291	394	P23921	human
2wgh_A	292	589	P23921	human
2wgh_A	303	550	P23921	human
2wgh_A	305	645	P23921	human
2wgh_A	306	356	P23921	human
2wgh_A	323	378	P23921	human
2wgh_A	323	617	P23921	human
2wgh_A	345	474	P23921	human
2wgh_A	347	619	P23921	human
2wgh_A	350	589	P23921	human
2wgh_A	350	644	P23921	human
2wgh_A	366	498	P23921	human
2wgh_A	367	644	P23921	human
2wgh_A	368	589	P23921	human
2wgh_A	369	475	P23921	human
2wgh_A	385	472	P23921	human
2wgh_A	385	589	P23921	human
2wgh_A	388	640	P23921	human
2wgh_A	39	550	P23921	human
2wgh_A	39	566	P23921	human
2wgh_A	40	615	P23921	human
2wgh_A	42	355	P23921	human
2wgh_A	43	645	P23921	human
2wgh_A	44	138	P23921	human
2wgh_A	45	172	P23921	human
2wgh_A	46	533	P23921	human
2wgh_A	516	643	P23921	human
2wgh_A	56	612	P23921	human
2wgh_A	59	550	P23921	human
2wgh_A	59	645	P23921	human
2wgh_A	61	137	P23921	human
2wgh_A	62	379	P23921	human
2wgh_A	63	354	P23921	human
2wgh_A	69	213	P23921	human
2wgh_A	69	566	P23921	human
2wgh_A	71	589	P23921	human
2wgh_A	72	613	P23921	human
2wgh_A	74	448	P23921	human
2wgh_A	75	544	P23921	human
2wgh_A	75	645	P23921	human
2wgh_A	77	338	P23921	human
2wgh_A	86	355	P23921	human
2wgh_A	89	615	P23921	human
2wgh_A	91	645	P23921	human
2wgh_A	92	237	P23921	human
2wgp_A	1	140	O95147	human
2wgp_A	57	123	O95147	human
2wgp_A	59	140	O95147	human
2whx_A	1	140	Q2YHF0	virus
2whx_A	1	429	Q2YHF0	virus
2whx_A	1	518	Q2YHF0	virus
2whx_A	1	538	Q2YHF0	virus
2whx_A	1	564	Q2YHF0	virus
2whx_A	1	583	Q2YHF0	virus
2wjv_A	1	773	Q92900	human
2wjy_A	150	398	Q92900	human
2wjy_A	328	770	Q92900	human
2wjy_A	330	741	Q92900	human
2wjy_A	344	530	Q92900	human
2wjy_A	470	773	Q92900	human
2wjy_A	488	741	Q92900	human
2wjy_A	645	736	Q92900	human
2wjy_A	8	80	Q92900	human
2wly_A	1	540	P07254	bacteria
2wm8_A	11	156	Q86V88	human
2wnv_A	15	110	P02745	human
2wnv_A	15	133	P02745	human
2wnv_A	15	58	P02745	human
2wnv_A	32	132	P02745	human
2wnv_B	13	112	P02746	human
2wnv_B	13	133	P02746	human
2wnv_B	13	57	P02746	human
2wnv_B	32	133	P02746	human
2wnx_A	5	157	A3DJ30	bacteria
2wo8_A	10	165	P39900	human
2wo8_A	31	159	P39900	human
2woc_A	6	263	P14300	bacteria
2woc_A	6	286	P14300	bacteria
2wp7_A	1	151	nan	nan
2wp7_A	26	136	nan	nan
2wp7_A	64	121	nan	nan
2wp7_A	80	128	nan	nan
2wqm_A	65	189	Q8TDX7	human
2ws9_3	86	171	B9VV85	virus
2ws9_3	89	227	B9VV85	virus
2wtm_A	99	250	D2YW37	bacteria
2wtv_A	1	197	O14965	human
2wtv_A	11	220	O14965	human
2wtv_A	23	198	O14965	human
2wtv_A	47	206	O14965	human
2wtv_A	66	220	O14965	human
2wtv_A	86	207	O14965	human
2wuy_A	1	209	P04871	virus
2wuy_A	1	41	P04871	virus
2wv9_A	1	602	P05769	virus
2wv9_A	173	286	P05769	virus
2wv9_A	173	321	P05769	virus
2wv9_A	192	317	P05769	virus
2wv9_A	22	549	P05769	virus
2wv9_A	22	576	P05769	virus
2wv9_A	22	602	P05769	virus
2wv9_A	25	459	P05769	virus
2wvj_A	2	161	P04183	human
2wwf_A	11	137	Q8I4S1	invertebrate
2wwf_A	7	182	Q8I4S1	invertebrate
2wwf_A	8	210	Q8I4S1	invertebrate
2wyy_A	1	415	P03521	virus
2wyy_A	11	383	P03521	virus
2wyy_A	137	354	P03521	virus
2wyy_A	137	408	P03521	virus
2wyy_A	17	305	P03521	virus
2wyy_A	17	413	P03521	virus
2wyy_A	26	348	P03521	virus
2wyy_A	4	352	P03521	virus
2wyy_A	79	348	P03521	virus
2wz1_A	5	162	Q02153	human
2wzq_A	148	294	Q2YHF0	virus
2wzq_A	333	427	Q2YHF0	virus
2wzq_A	9	428	Q2YHF0	virus
2wzq_A	9	468	Q2YHF0	virus
2wzq_A	9	563	Q2YHF0	virus
2wzq_A	9	582	Q2YHF0	virus
2wzr_3	35	219	Q6PMU1	virus
2wzr_3	40	128	Q6PMU1	virus
2wzr_3	53	175	Q6PMU1	virus
2wzr_3	91	178	Q6PMU1	virus
2x1d_A	2	88	P15802	plantfungi
2x1d_A	58	329	P15802	plantfungi
2x1d_A	65	230	P15802	plantfungi
2x1w_A	1	98	P49767	human
2x36_A	1	158	P36776	human
2x36_A	1	181	P36776	human
2x36_A	77	157	P36776	human
2x36_A	84	181	P36776	human
2x47_A	47	190	Q9BQ69	human
2x47_A	57	140	Q9BQ69	human
2x47_A	57	210	Q9BQ69	human
2x47_A	64	188	Q9BQ69	human
2x4f_A	184	269	Q86YV6	human
2x4f_A	34	169	Q86YV6	human
2x4f_A	4	279	Q86YV6	human
2x4g_A	2	74	Q9HVG0	bacteria
2x5y_A	1	171	Q7Z2W4	human
2x6q_A	188	410	O58762	bacteria
2x6q_A	319	410	O58762	bacteria
2x77_A	14	181	Q4QEJ1	invertebrate
2x7g_A	1	154	P78362	human
2x7v_A	119	263	Q9WYJ7	bacteria
2x7v_A	3	273	Q9WYJ7	bacteria
2x7v_A	67	261	Q9WYJ7	bacteria
2x7v_A	67	285	Q9WYJ7	bacteria
2x7v_A	84	261	Q9WYJ7	bacteria
2xa0_A	40	132	P10415	human
2xau_A	104	218	P53131	plantfungi
2xau_A	106	459	P53131	plantfungi
2xau_A	107	248	P53131	plantfungi
2xau_A	111	385	P53131	plantfungi
2xau_A	114	510	P53131	plantfungi
2xau_A	178	429	P53131	plantfungi
2xau_A	182	453	P53131	plantfungi
2xau_A	194	429	P53131	plantfungi
2xau_A	204	451	P53131	plantfungi
2xau_A	300	433	P53131	plantfungi
2xau_A	300	451	P53131	plantfungi
2xau_A	339	429	P53131	plantfungi
2xau_A	356	430	P53131	plantfungi
2xau_A	65	629	P53131	plantfungi
2xau_A	70	275	P53131	plantfungi
2xau_A	70	589	P53131	plantfungi
2xau_A	89	532	P53131	plantfungi
2xau_A	90	248	P53131	plantfungi
2xau_A	92	548	P53131	plantfungi
2xau_A	96	276	P53131	plantfungi
2xau_A	97	475	P53131	plantfungi
2xau_A	99	440	P53131	plantfungi
2xeh_A	1	132	nan	nan
2xeh_A	1	154	nan	nan
2xeh_A	18	142	nan	nan
2xeh_A	21	158	nan	nan
2xeh_A	29	63	nan	nan
2xeh_A	34	132	nan	nan
2xeh_A	47	156	nan	nan
2xex_A	48	523	P68790	bacteria
2xgr_A	1	155	Q9A0M1	bacteria
2xgr_A	2	198	Q9A0M1	bacteria
2xgr_A	20	159	Q9A0M1	bacteria
2xgr_A	20	196	Q9A0M1	bacteria
2xgr_A	36	190	Q9A0M1	bacteria
2xgr_A	64	145	Q9A0M1	bacteria
2xgr_A	64	169	Q9A0M1	bacteria
2xgr_A	64	197	Q9A0M1	bacteria
2xgt_A	317	426	nan	nan
2xgt_A	342	420	nan	nan
2xhb_A	369	588	P56689	bacteria
2xhb_A	369	612	P56689	bacteria
2xhb_A	369	631	P56689	bacteria
2xhb_A	379	709	P56689	bacteria
2xhz_A	87	174	P45395	bacteria
2xi5_A	77	134	A5HC98	virus
2xmz_A	17	266	A0A0H2WW38	bacteria
2xmz_A	3	101	A0A0H2WW38	bacteria
2xot_A	35	193	Q80ZD8	nonHumanMammal
2xov_A	39	182	P09391	bacteria
2xry_A	24	437	Q8PYK9	bacteria
2xry_A	26	174	Q8PYK9	bacteria
2xry_A	26	385	Q8PYK9	bacteria
2xry_A	26	458	Q8PYK9	bacteria
2xry_A	5	136	Q8PYK9	bacteria
2xry_A	5	173	Q8PYK9	bacteria
2xry_A	5	437	Q8PYK9	bacteria
2xry_A	5	458	Q8PYK9	bacteria
2xry_A	76	457	Q8PYK9	bacteria
2xs4_A	1	163	D0EM77	bacteria
2xs4_A	34	163	D0EM77	bacteria
2xs4_A	40	133	D0EM77	bacteria
2xt0_A	30	151	A6G7B1	bacteria
2xt2_A	1	113	Q70C34	bacteria
2xt2_A	128	192	Q70C34	bacteria
2xt2_A	5	93	Q70C34	bacteria
2xt2_A	99	167	Q70C34	bacteria
2xt2_A	99	196	Q70C34	bacteria
2xti_A	344	409	nan	nan
2xti_A	348	432	nan	nan
2xty_A	35	45	Q2I1Y8	bacteria
2xty_A	76	87	Q2I1Y8	bacteria
2xuu_A	129	274	P53355	human
2xuu_A	19	275	P53355	human
2xuu_A	71	276	P53355	human
2xuu_A	73	217	P53355	human
2xuu_A	92	276	P53355	human
2xv7_A	1	103	O43915	human
2xzl_A	1	756	P30771	plantfungi
2xzl_A	258	516	P30771	plantfungi
2xzl_A	3	67	P30771	plantfungi
2xzl_A	310	752	P30771	plantfungi
2xzl_A	313	513	P30771	plantfungi
2xzl_A	329	722	P30771	plantfungi
2xzl_A	331	512	P30771	plantfungi
2xzo_A	2	614	Q92900	human
2y0b_G	16	120	nan	nan
2y1l_E	1	133	nan	nan
2y1l_E	26	142	nan	nan
2y1l_E	42	154	nan	nan
2y1n_A	157	368	P22681	human
2y1n_A	267	370	P22681	human
2y1n_A	317	375	P22681	human
2y27_A	1	347	B4E7B5	bacteria
2y27_A	1	374	B4E7B5	bacteria
2y35_A	1	497	E1JJR3	invertebrate
2y35_A	1	534	E1JJR3	invertebrate
2y35_A	260	521	E1JJR3	invertebrate
2y4o_A	13	352	B4EL89	bacteria
2y4o_A	14	378	B4EL89	bacteria
2y5b_B	1	150	P0CG47	human
2y5b_B	74	151	P0CG47	human
2y5w_A	44	313	P17210	invertebrate
2y5w_A	6	237	P17210	invertebrate
2y5w_A	6	313	P17210	invertebrate
2y6e_A	1	116	Q13107	human
2y6e_A	1	200	Q13107	human
2y6e_A	1	338	Q13107	human
2y6e_A	1	39	Q13107	human
2y6e_A	1	77	Q13107	human
2y6e_A	138	337	Q13107	human
2y6e_A	148	318	Q13107	human
