16vp_A	3	304	P06492	virus
4xnv_A	127	341	P47900	human
4xnv_A	13	196	P47900	human
4xnv_A	15	155	P47900	human
4xnv_A	17	341	P47900	human
4xnv_A	18	293	P47900	human
4xnv_A	31	200	P47900	human
4xnv_A	33	341	P47900	human
4xnv_A	41	171	P47900	human
4xnv_A	48	289	P47900	human
4xnv_A	51	210	P47900	human
4xnv_A	65	288	P47900	human
4xnv_A	76	147	P47900	human
4xnv_A	76	341	P47900	human
4xnv_A	81	293	P47900	human
4xnv_A	85	212	P47900	human
4xpc_A	122	243	P03355	virus
4xpc_A	149	232	P03355	virus
4xpc_A	151	248	P03355	virus
4xpc_A	191	248	P03355	virus
4xpc_A	80	247	P03355	virus
4xpc_A	82	230	P03355	virus
4xpc_A	98	230	P03355	virus
4xpc_A	99	246	P03355	virus
4xr8_F	1	144	P03126	virus
4xr8_F	18	144	P03126	virus
4xr8_F	4	82	P03126	virus
4xsc_A	1	264	Q4JQW2	virus
4xsc_A	115	217	Q4JQW2	virus
4xsc_A	7	225	Q4JQW2	virus
4xt1_A	1	292	P69332	virus
4xt1_A	16	152	P69332	virus
4xt1_A	16	193	P69332	virus
4xt1_A	18	288	P69332	virus
4xt1_A	20	233	P69332	virus
4xt1_A	21	168	P69332	virus
4xt1_A	25	112	P69332	virus
4xt1_A	33	190	P69332	virus
4xt1_A	48	292	P69332	virus
4xt1_A	82	232	P69332	virus
4xt1_A	85	292	P69332	virus
4y2c_A	1	138	P12296	virus
4y2c_A	1	461	P12296	virus
4y2c_A	140	408	P12296	virus
4y2c_A	162	363	P12296	virus
4y2c_A	218	363	P12296	virus
4y2c_A	5	444	P12296	virus
4y34_A	1	133	Q5UEA2	virus
4y34_A	1	463	Q5UEA2	virus
4y34_A	142	406	Q5UEA2	virus
4y34_A	17	463	Q5UEA2	virus
4y3c_A	1	461	P12296	virus
4y3c_A	408	461	P12296	virus
4yer_A	128	197	Q9X1C3	bacteria
4yer_A	146	214	Q9X1C3	bacteria
4yer_A	147	198	Q9X1C3	bacteria
4yer_A	19	215	Q9X1C3	bacteria
4yer_A	2	168	Q9X1C3	bacteria
4yer_A	2	69	Q9X1C3	bacteria
4yer_A	21	198	Q9X1C3	bacteria
4yer_A	24	182	Q9X1C3	bacteria
4yer_A	35	217	Q9X1C3	bacteria
4ygm_D	1	51	P20995	virus
4yh7_A	298	536	Q64487	nonHumanMammal
4yhj_A	158	363	P32298	human
4yhj_A	206	439	P32298	human
4yhj_A	258	350	P32298	human
4yhj_A	258	368	P32298	human
4yhj_A	275	367	P32298	human
4yig_A	3	221	P20536	virus
4yig_A	46	215	P20536	virus
4ypc_A	2	83	nan	nan
4ypn_A	103	251	A0A059VAZ3	bacteria
4ypn_A	70	251	A0A059VAZ3	bacteria
4ypt_A	1	379	P0C6X9	virus
4ypt_A	1	81	P0C6X9	virus
4ypt_A	63	376	P0C6X9	virus
4ypt_A	81	379	P0C6X9	virus
4yvw_D	1	137	F6KTB0	virus
4yvw_D	1	226	F6KTB0	virus
4yxp_A	1	269	P10238	virus
4yxp_A	1	59	P10238	virus
4yxp_A	59	269	P10238	virus
4yxp_A	76	264	P10238	virus
4yy8_A	89	241	A0A077LQB4	invertebrate
4z3u_A	1	165	G3G8X8	virus
4z3u_A	38	149	G3G8X8	virus
4z3u_B	1	253	G3G955	virus
4z5v_A	1	162	P19738	virus
4z5v_A	39	137	P19738	virus
4z9p_A	2	278	P18272	virus
4zai_A	4	81	O43927	human
4zb3_A	111	164	Q9SU14	plantfungi
4zb3_A	124	235	Q9SU14	plantfungi
4zb3_A	95	233	Q9SU14	plantfungi
4zb3_A	95	249	Q9SU14	plantfungi
4zcj_A	3	317	Q91MA7	virus
4zdt_A	1	66	Q9P7M3	plantfungi
4zhr_A	1	554	P12497	virus
4zhr_A	235	318	P12497	virus
4zhr_B	1	410	P12497	virus
4zhx_A	1	160	P54646	human
4zhx_A	1	267	P54646	human
4zhx_A	60	173	P54646	human
4zhx_A	7	220	P54646	human
4zk9_A	1	217	Q2F862	virus
4zk9_A	4	192	Q2F862	virus
4zmj_G	1	448	Q2N0S6	virus
4zo0_A	3	201	P03132	virus
4zp6_A	1	130	Q5UEA2	virus
4zp6_A	1	148	Q5UEA2	virus
4zp6_A	19	453	Q5UEA2	virus
4zp6_A	395	452	Q5UEA2	virus
4zp7_A	1	152	Q5UEA2	virus
4zp7_A	1	457	Q5UEA2	virus
4zp7_A	17	457	Q5UEA2	virus
4zp7_A	400	457	Q5UEA2	virus
4zp8_A	1	455	Q5UEA2	virus
4zp8_A	17	455	Q5UEA2	virus
4zp9_A	1	151	Q5UEA2	virus
4zp9_A	1	463	Q5UEA2	virus
4zp9_A	17	463	Q5UEA2	virus
4zp9_A	406	463	Q5UEA2	virus
4zpa_A	1	463	Q5UEA2	virus
4zpa_A	17	463	Q5UEA2	virus
4zpb_A	1	133	Q5UEA2	virus
4zpb_A	1	152	Q5UEA2	virus
4zpb_A	1	463	Q5UEA2	virus
4zpb_A	17	463	Q5UEA2	virus
4zpc_A	1	463	Q5UEA2	virus
4zpc_A	17	463	Q5UEA2	virus
4zpd_A	1	463	Q5UEA2	virus
4zpd_A	17	463	Q5UEA2	virus
4zry_A	1	111	nan	nan
4zta_A	1	27	P18272	virus
4zta_A	31	341	P18272	virus
4zxs_B	1	201	P10215	virus
4zxs_B	1	243	P10215	virus
4zxs_C	1	162	P10218	virus
4zxs_C	48	162	P10218	virus
4zyp_A	1	450	D9IEJ2	virus
5a22_A	1	1035	P03523	virus
5a22_A	1	1051	P03523	virus
5a22_A	1	1978	P03523	virus
5a22_A	1	2003	P03523	virus
5a22_A	1039	1274	P03523	virus
5a22_A	1041	1251	P03523	virus
5a22_A	1042	1290	P03523	virus
5a22_A	1141	1901	P03523	virus
5a22_A	1141	1978	P03523	virus
5a22_A	1141	2003	P03523	virus
5a22_A	1142	1755	P03523	virus
5a22_A	1142	1946	P03523	virus
5a22_A	1143	1805	P03523	virus
5a22_A	121	1037	P03523	virus
5a22_A	1301	1790	P03523	virus
5a22_A	1301	1891	P03523	virus
5a22_A	1301	1907	P03523	virus
5a22_A	1528	1754	P03523	virus
5a22_A	1534	1887	P03523	virus
5a22_A	1543	1736	P03523	virus
5a22_A	1638	1741	P03523	virus
5a22_A	169	1006	P03523	virus
5a22_A	175	1056	P03523	virus
5a22_A	184	1126	P03523	virus
5a22_A	186	1275	P03523	virus
5a22_A	187	1006	P03523	virus
5a22_A	187	1241	P03523	virus
5a22_A	190	1022	P03523	virus
5a22_A	190	1301	P03523	virus
5a22_A	191	1223	P03523	virus
5a22_A	1932	2003	P03523	virus
5a22_A	195	1056	P03523	virus
5a22_A	195	1077	P03523	virus
5a22_A	196	1162	P03523	virus
5a22_A	206	1300	P03523	virus
5a22_A	305	1007	P03523	virus
5a22_A	307	1050	P03523	virus
5a22_A	310	1287	P03523	virus
5a22_A	312	1025	P03523	virus
5a22_A	317	1130	P03523	virus
5a22_A	317	1243	P03523	virus
5a22_A	539	1155	P03523	virus
5a22_A	571	1006	P03523	virus
5a22_A	571	1126	P03523	virus
5a22_A	591	1012	P03523	virus
5a22_A	591	1197	P03523	virus
5a2f_A	67	201	Q13740	human
5a3i_A	3	324	Q6DQ33	virus
5a8f_C	1	230	C0MHL9	virus
5a8f_C	1	259	C0MHL9	virus
5a8f_C	34	230	C0MHL9	virus
5a8f_C	47	256	C0MHL9	virus
5a9k_A	108	232	P03116	virus
5a9k_A	115	248	P03116	virus
5a9k_A	116	267	P03116	virus
5a9k_A	12	137	P03116	virus
5a9k_A	129	191	P03116	virus
5a9k_A	29	220	P03116	virus
5a9k_A	39	150	P03116	virus
5a9k_A	44	248	P03116	virus
5a9k_A	6	248	P03116	virus
5a9k_A	6	273	P03116	virus
5a9k_A	9	223	P03116	virus
5a9k_A	92	223	P03116	virus
5a9k_A	94	248	P03116	virus
5aam_C	1	96	Q6YFU0	virus
5aar_A	130	186	Q38998	plantfungi
5abj_A	49	197	I3W9E1	virus
5abj_A	69	259	I3W9E1	virus
5abj_A	69	287	I3W9E1	virus
5abj_A	8	287	I3W9E1	virus
5abj_A	8	48	I3W9E1	virus
5af2_A	2	142	A2T3S5	virus
5ajk_A	10	149	Q85365	virus
5ajk_A	27	149	Q85365	virus
5amr_A	1011	1197	A5HC98	virus
5amr_A	1307	1657	A5HC98	virus
5amr_A	134	586	A5HC98	virus
5amr_A	1350	1463	A5HC98	virus
5amr_A	2	110	A5HC98	virus
5amr_A	2	1658	A5HC98	virus
5amr_A	414	1488	A5HC98	virus
5amr_A	482	1495	A5HC98	virus
5amr_A	486	592	A5HC98	virus
5amr_A	578	1288	A5HC98	virus
5amr_A	586	1307	A5HC98	virus
5amr_A	818	1495	A5HC98	virus
5amr_A	862	1215	A5HC98	virus
5amr_A	908	1222	A5HC98	virus
5amr_A	920	1307	A5HC98	virus
5anm_G	2	200	P01854	human
5aoo_A	1	62	nan	nan
5aoo_A	30	224	nan	nan
5aoo_A	4	224	nan	nan
5aoo_A	84	224	nan	nan
5aoo_A	85	171	nan	nan
5aoo_B	1	115	Q91QP4	virus
5aoo_B	1	131	Q91QP4	virus
5aoo_B	1	315	Q91QP4	virus
5aoo_B	105	277	Q91QP4	virus
5aoo_B	111	315	Q91QP4	virus
5aoo_B	152	315	Q91QP4	virus
5aoo_B	168	314	Q91QP4	virus
5aoo_B	191	279	Q91QP4	virus
5aoo_B	44	116	Q91QP4	virus
5aoo_B	56	169	Q91QP4	virus
5aoo_C	1	165	Q91QP4	virus
5aoo_C	1	221	Q91QP4	virus
5aoo_C	36	221	Q91QP4	virus
5aoo_C	53	221	Q91QP4	virus
5aoo_C	59	159	Q91QP4	virus
5aoo_C	90	185	Q91QP4	virus
5aor_A	234	865	P24785	invertebrate
5aor_A	238	420	P24785	invertebrate
5aor_A	239	397	P24785	invertebrate
5apm_A	1	199	D2IE17	virus
5apm_A	45	191	D2IE17	virus
5apm_B	1	238	D2IE17	virus
5apm_B	56	237	D2IE17	virus
5apm_C	1	264	D2IE17	virus
5apm_C	1	73	D2IE17	virus
5apm_C	73	234	D2IE17	virus
5aq8_A	8	153	nan	nan
5ays_A	1	229	P10186	virus
5ays_A	27	229	P10186	virus
5ays_A	45	229	P10186	virus
5ays_A	61	200	P10186	virus
5b0v_A	1	259	P35260	virus
5b1q_A	1	281	Q9WT50	virus
5b1q_A	1	329	Q9WT50	virus
5b1q_A	1	449	Q9WT50	virus
5b1q_A	4	386	Q9WT50	virus
5b1q_A	7	299	Q9WT50	virus
5b1q_A	9	347	Q9WT50	virus
5b2c_A	1	451	Q9WAF5	virus
5b2c_A	26	450	Q9WAF5	virus
5b2c_A	30	415	Q9WAF5	virus
5b5r_A	165	410	Q5Y4Y6	nonHumanMammal
5b6o_A	1	311	P0C6X7	virus
5bms_A	58	215	O96013	human
5bnn_A	1	286	Q68T42	virus
5bnn_A	1	38	Q68T42	virus
5bnn_A	39	190	Q68T42	virus
5bnn_A	4	190	Q68T42	virus
5bnn_A	59	286	Q68T42	virus
5bnn_B	1	209	Q68T42	virus
5bnn_B	1	238	Q68T42	virus
5bnn_B	1	47	Q68T42	virus
5bnn_B	47	238	Q68T42	virus
5bnn_C	1	197	Q68T42	virus
5bnn_C	1	237	Q68T42	virus
5bnn_C	43	237	Q68T42	virus
5bnn_C	74	236	Q68T42	virus
5bnn_C	92	229	Q68T42	virus
5bnn_D	1	39	nan	nan
5bqk_A	1	268	P10238	virus
5bqk_A	1	92	P10238	virus
5bqk_A	34	268	P10238	virus
5bqk_A	57	268	P10238	virus
5c24_A	2	538	P03366	virus
5c24_B	1	413	P03366	virus
5c69_A	1	448	Q38650	virus
5c6b_F	1	457	Q38650	virus
5c6t_A	1	567	P13201	virus
5c7k_C	3	451	Q2N0S6	virus
5c8c_B	1	56	Q9QF31	virus
5c8c_B	33	56	Q9QF31	virus
5c8s_A	1	134	P0C6X7	virus
5c8t_B	1	515	P0C6X7	virus
5c9a_A	28	279	I3W9E1	virus
5c9a_A	8	49	I3W9E1	virus
5c9a_B	1	296	I3W9E1	virus
5c9a_B	1	65	I3W9E1	virus
5c9a_B	51	266	I3W9E1	virus
5c9a_B	51	296	I3W9E1	virus
5c9a_B	51	97	I3W9E1	virus
5c9a_B	97	296	I3W9E1	virus
5c9a_C	1	199	I3W9E1	virus
5c9a_C	1	243	I3W9E1	virus
5c9a_C	85	233	I3W9E1	virus
5c9a_C	94	185	I3W9E1	virus
5cay_G	35	311	P20872	virus
5cay_G	54	311	P20872	virus
5ccv_A	1	850	P27915	virus
5ccv_A	214	849	P27915	virus
5cdx_A	20	354	nan	nan
5cdx_A	93	354	nan	nan
5cez_B	1	148	Q2N0S6	virus
5cfc_A	1	112	C0MHL9	virus
5cfc_A	1	253	C0MHL9	virus
5cfc_A	112	253	C0MHL9	virus
5cfc_A	116	193	C0MHL9	virus
5cfc_B	1	192	E3TMG8	virus
5cfc_B	1	233	E3TMG8	virus
5cfc_B	32	192	E3TMG8	virus
5cfc_B	44	226	E3TMG8	virus
5cfc_B	84	233	E3TMG8	virus
5cgj_A	36	286	Q9Z2X8	nonHumanMammal
5cgj_A	99	277	Q9Z2X8	nonHumanMammal
5chx_A	119	211	P12883	human
5chx_A	135	211	P12883	human
5chx_A	151	211	P12883	human
5cj0_A	131	202	P12883	human
5cj4_A	127	195	P12883	human
5coy_A	3	65	P13501	human
5cqe_A	2	159	P03485	virus
5cxf_A	1	563	P06473	virus
5cxf_A	485	563	P06473	virus
5cxv_A	2	445	P11229	human
5cxv_A	364	445	P11229	human
5cxv_A	38	445	P11229	human
5cxv_A	44	186	P11229	human
5cyn_A	5	99	P03072	virus
5cyw_B	1	150	P68598	virus
5cyw_B	103	150	P68598	virus
5cyw_B	4	87	P68598	virus
5cz1_A	1	113	P03365	virus
5cz1_A	5	158	P03365	virus
5cz3_A	105	152	Q9Q8N4	virus
5cz3_A	2	152	Q9Q8N4	virus
5czy_A	306	416	Q5ZUS4	bacteria
5d1m_B	1	63	Q96BH1	human
5d1y_A	1	715	P23921	human
5d1y_A	1	79	P23921	human
5d1y_A	108	715	P23921	human
5d1y_A	116	207	P23921	human
5d1y_A	124	715	P23921	human
5d1y_A	135	683	P23921	human
5d1y_A	141	715	P23921	human
5d1y_A	150	536	P23921	human
5d1y_A	154	208	P23921	human
5d1y_A	159	715	P23921	human
5d1y_A	169	621	P23921	human
5d1y_A	17	715	P23921	human
5d1y_A	170	600	P23921	human
5d1y_A	175	664	P23921	human
5d1y_A	175	715	P23921	human
5d1y_A	188	592	P23921	human
5d1y_A	192	715	P23921	human
5d1y_A	206	623	P23921	human
5d1y_A	236	326	P23921	human
5d1y_A	26	78	P23921	human
5d1y_A	276	715	P23921	human
5d1y_A	356	577	P23921	human
5d1y_A	356	618	P23921	human
5d1y_A	357	715	P23921	human
5d1y_A	395	597	P23921	human
5d1y_A	398	659	P23921	human
5d1y_A	412	612	P23921	human
5d1y_A	433	715	P23921	human
5d1y_A	57	715	P23921	human
5d1y_A	61	235	P23921	human
5d1y_A	666	715	P23921	human
5d1y_A	85	208	P23921	human
5d1y_A	90	715	P23921	human
5d28_A	1	219	Q9J5U5	virus
5d3g_B	1	416	P03366	virus
5d5n_A	1	163	Q6SW81	virus
5d5n_B	1	165	F5HFZ4	virus
5d5n_B	1	188	F5HFZ4	virus
5d5n_B	1	223	F5HFZ4	virus
5d5n_B	21	215	F5HFZ4	virus
5d6o_A	117	171	Q8NS43	bacteria
5d98_A	1	694	Q9IMP5	virus
5d98_B	1	238	Q9IMP4	virus
5d98_B	1	712	Q9IMP4	virus
5d98_B	238	534	Q9IMP4	virus
5d98_B	534	712	Q9IMP4	virus
5d98_C	1	763	Q9IMP3	virus
5d9h_A	4	281	Q9Z1W9	nonHumanMammal
5d9h_A	8	220	Q9Z1W9	nonHumanMammal
5d9q_G	1	449	Q2N0S6	virus
5dcx_A	2	210	P03132	virus
5deq_A	10	168	Q8AAV8	bacteria
5deq_A	27	137	Q8AAV8	bacteria
5deq_A	31	80	Q8AAV8	bacteria
5dil_A	1	108	X2C382	virus
5dil_A	1	138	X2C382	virus
5dob_A	4	235	P16794	virus
5dp3_A	2	182	A9XG43	virus
5dsg_A	12	200	P08173	human
5dsg_A	19	154	P08173	human
5dsg_A	48	154	P08173	human
5dsg_A	51	208	P08173	human
5dsg_A	75	148	P08173	human
5dto_A	1	853	Q6YMS4	virus
5dto_A	214	853	Q6YMS4	virus
5dus_A	1	132	K9N638	virus
5dus_A	1	164	K9N638	virus
5dzc_A	358	736	A5K0N4	invertebrate
5dzc_A	362	710	A5K0N4	invertebrate
5dzc_A	374	785	A5K0N4	invertebrate
5e04_A	1	282	O36307	virus
5e05_A	1	270	Q89462	virus
5e2x_A	3	102	B8XCN6	virus
5e2y_A	4	324	G8IPF0	virus
5e4f_A	1	438	Q9WMX2	virus
5e4f_A	12	106	Q9WMX2	virus
5e4f_A	138	238	Q9WMX2	virus
5e4f_A	14	163	Q9WMX2	virus
5e4f_A	172	231	Q9WMX2	virus
5e4v_A	1	379	Q77M42	virus
5e4v_A	240	318	Q77M42	virus
5e4v_A	240	372	Q77M42	virus
5e4v_A	318	370	Q77M42	virus
5e4v_A	370	408	Q77M42	virus
5e4v_A	41	403	Q77M42	virus
5e6f_A	1	113	Q6VZ86	virus
5e6j_A	1	318	P0C6X7	virus
5e7p_A	455	644	A0QQS4	bacteria
5e7p_A	491	718	A0QQS4	bacteria
5e7p_A	492	646	A0QQS4	bacteria
5e8d_A	1	44	O14944	human
5ea3_F	1	420	P03420	virus
5ea8_F	1	449	P03420	virus
5ed7_A	1	253	P10205	virus
5edm_A	384	518	P00734	human
5efq_A	48	227	Q14004	human
5efz_A	111	166	Q0MRG5	bacteria
5eil_A	6	140	nan	nan
5ej0_A	1	213	P07240	virus
5ej0_A	1	93	P07240	virus
5ej0_A	113	213	P07240	virus
5ej0_A	178	213	P07240	virus
5ej0_A	2	77	P07240	virus
5ej0_A	32	210	P07240	virus
5ej0_A	50	210	P07240	virus
5ej0_A	93	178	P07240	virus
5ejb_B	1	448	O89342	virus
5eo9_B	103	206	Q9W4R3	invertebrate
5ep0_A	135	377	Q1ZS18	bacteria
5ep0_A	156	372	Q1ZS18	bacteria
5epw_A	1	105	Q6Q1R8	virus
5evm_A	1	457	Q9IH63	virus
5ewn_A	1	309	Q82452	virus
5ewn_A	26	282	Q82452	virus
5ewo_A	1	206	Q82452	virus
5exr_C	277	794	P09884	human
5exr_C	280	759	P09884	human
5exr_C	357	793	P09884	human
5ezq_A	147	314	P27282	virus
5ezq_A	185	296	P27282	virus
5ezq_A	204	304	P27282	virus
5ezq_A	229	299	P27282	virus
5ezu_A	1	77	P26672	virus
5f1a_A	115	484	P35354	human
5f1a_A	140	539	P35354	human
5f1a_A	191	486	P35354	human
5f1a_A	195	541	P35354	human
5f1a_A	2	54	P35354	human
5f1a_A	2	554	P35354	human
5f1a_A	257	450	P35354	human
5f1a_A	265	315	P35354	human
5f1a_A	38	487	P35354	human
5f1a_A	58	554	P35354	human
5f22_A	1	80	P0C6U8	virus
5f4j_A	1	307	A0A076JB57	virus
5f4j_A	51	307	A0A076JB57	virus
5f4m_A	55	309	A0A0A7CJV4	virus
5f5o_A	1	316	Q6UY69	virus
5f70_A	9	100	nan	nan
5f8g_A	1	142	E5RPG3	virus
5f8g_A	1	463	E5RPG3	virus
5f8g_A	142	406	E5RPG3	virus
5f8g_A	17	463	E5RPG3	virus
5f8g_A	406	463	E5RPG3	virus
5f8h_A	1	137	E5RPG2	virus
5f8h_A	46	307	E5RPG2	virus
5fcg_C	1	27	nan	nan
5fdl_A	1	551	P03366	virus
5fdq_A	140	539	Q05769	nonHumanMammal
5fdq_A	3	552	Q05769	nonHumanMammal
5fdq_A	38	487	Q05769	nonHumanMammal
5fdq_A	58	551	Q05769	nonHumanMammal
5fhc_K	1	223	Q05320	virus
5fhh_A	1	201	Q9H611	human
5fhh_A	1	228	Q9H611	human
5fhh_A	126	380	Q9H611	human
5fhh_A	17	227	Q9H611	human
5fhh_A	255	393	Q9H611	human
5fhh_A	3	244	Q9H611	human
5fhh_A	319	379	Q9H611	human
5fhh_A	92	236	Q9H611	human
5flm_A	1401	1427	G3MZY8	nonHumanMammal
5flm_A	189	828	G3MZY8	nonHumanMammal
5flm_A	199	510	G3MZY8	nonHumanMammal
5flm_A	209	830	G3MZY8	nonHumanMammal
5flm_A	301	1083	G3MZY8	nonHumanMammal
5flm_A	312	476	G3MZY8	nonHumanMammal
5flm_A	480	649	G3MZY8	nonHumanMammal
5fmf_1	64	229	Q00578	plantfungi
5fmf_1	89	229	Q00578	plantfungi
5fmm_A	1	426	Q6DNN3	virus
5fo8_C	1	130	P15529	human
5fob_C	1	126	Q89859	virus
5fob_C	1	241	Q89859	virus
5fob_C	125	197	Q89859	virus
5fob_C	125	241	Q89859	virus
5fob_C	188	241	Q89859	virus
5fob_C	21	184	Q89859	virus
5fob_C	3	199	Q89859	virus
5fob_C	3	65	Q89859	virus
5fob_C	50	178	Q89859	virus
5fob_C	68	127	Q89859	virus
5fob_C	68	241	Q89859	virus
5fob_C	90	199	Q89859	virus
5fsg_A	374	661	P05133	virus
5ftb_A	127	401	D7K0H3	bacteria
5ftb_A	253	427	D7K0H3	bacteria
5ftb_A	270	406	D7K0H3	bacteria
5ftj_A	456	672	P55072	human
5ftj_A	459	644	P55072	human
5ftj_A	487	682	P55072	human
5ftj_A	489	724	P55072	human
5fua_1	1	349	P03088	virus
5fua_1	13	306	P03088	virus
5fuu_A	1	450	Q6BC19	virus
5fuu_B	19	145	Q6BC19	virus
5fvc_F	1	367	Q91F57	virus
5fvd_B	1	29	nan	nan
5fx5_A	1	181	P04936	virus
5fxu_A	3	332	Q9WJ31	virus
5fyj_G	4	469	C6ZIG9	virus
5fyk_G	2	446	Q75760	virus
5fz2_A	1	337	P06437	virus
5fzj_A	136	268	Q9Z2X8	nonHumanMammal
5g2x_C	67	311	P0A3U0	bacteria
5g2x_C	84	311	P0A3U0	bacteria
5g47_A	16	429	R4V2Q5	virus
5g5o_A	3	267	A9CB85	virus
5g5o_A	3	307	A9CB85	virus
5gjb_A	1	441	A0A0U4DG08	virus
5gjc_A	1	430	A0A0U4DG08	virus
5gjq_H	117	310	P35998	human
5gjq_H	118	349	P35998	human
5gjq_H	154	292	P35998	human
5gjq_H	154	310	P35998	human
5gjq_H	154	369	P35998	human
5gjs_A	1	321	C3W5S1	virus
5gka_A	1	228	O91464	virus
5gka_A	1	254	O91464	virus
5gka_B	1	333	nan	nan
5gka_B	203	293	nan	nan
5gq1_A	1	115	B9VUU3	virus
5gq1_A	1	150	B9VUU3	virus
5gq1_A	1	167	B9VUU3	virus
5gq1_A	1	189	B9VUU3	virus
5gq1_A	1	208	B9VUU3	virus
5gq1_A	1	43	B9VUU3	virus
5gq1_A	1	63	B9VUU3	virus
5gq1_A	1	79	B9VUU3	virus
5gq1_A	115	208	B9VUU3	virus
5gq1_A	132	208	B9VUU3	virus
5gwy_A	1	299	P0C6U6	virus
5h39_A	1	286	P90463	virus
5h39_A	126	241	P90463	virus
5h39_A	3	241	P90463	virus
5he9_A	22	169	Q2FXP5	bacteria
5he9_A	24	115	Q2FXP5	bacteria
5he9_A	24	140	Q2FXP5	bacteria
5he9_A	24	97	Q2FXP5	bacteria
5he9_A	5	169	Q2FXP5	bacteria
5he9_A	7	136	Q2FXP5	bacteria
5hhj_A	148	265	D4L313	bacteria
5hhj_A	51	281	D4L313	bacteria
5hhj_A	71	284	D4L313	bacteria
5hiz_A	1	97	P0C6Y4	virus
5hma_A	23	169	Q2W8Q2	bacteria
5hol_A	1	137	K9N7C7	virus
5hol_A	1	168	K9N7C7	virus
5hot_A	1	100	Q72498	virus
5hot_A	142	210	Q72498	virus
5hry_A	2	136	nan	nan
5hry_A	51	155	nan	nan
5hsb_A	168	203	Q9E005	virus
5hsb_A	4	203	Q9E005	virus
5hsb_A	4	97	Q9E005	virus
5hsb_A	97	201	Q9E005	virus
5hsw_A	10	429	P88925	virus
5hsw_A	43	429	P88925	virus
5hug_A	2	389	A0A0C5BL75	virus
5hug_A	34	383	A0A0C5BL75	virus
5huk_A	1	389	A0A0C4WXC5	virus
5hxf_A	126	183	B8YLW0	virus
5hzr_A	211	481	G2QDW1	plantfungi
5hzr_A	357	457	G2QDW1	plantfungi
5hzr_A	394	457	G2QDW1	plantfungi
5hzr_A	50	481	G2QDW1	plantfungi
5hzr_A	51	457	G2QDW1	plantfungi
5hzr_A	52	317	G2QDW1	plantfungi
5hzr_A	54	221	G2QDW1	plantfungi
5hzr_A	55	253	G2QDW1	plantfungi
5hzr_A	55	375	G2QDW1	plantfungi
5hzr_A	56	237	G2QDW1	plantfungi
5hzr_A	72	316	G2QDW1	plantfungi
5hzr_A	78	457	G2QDW1	plantfungi
5hzr_A	79	345	G2QDW1	plantfungi
5hzr_A	79	481	G2QDW1	plantfungi
5hzr_A	80	218	G2QDW1	plantfungi
5hzr_A	81	195	G2QDW1	plantfungi
5i08_A	1	294	M1E1E4	virus
5i08_A	1	959	M1E1E4	virus
5i08_A	275	455	M1E1E4	virus
5i08_A	495	585	M1E1E4	virus
5i08_A	621	958	M1E1E4	virus
5i08_A	797	934	M1E1E4	virus
5i0b_A	26	213	O96013	human
5i1r_A	1	56	nan	nan
5i2m_A	1	410	P0C2X0	virus
5i61_B	136	408	Q50LE4	virus
5i61_B	199	403	Q50LE4	virus
5i61_B	2	136	Q50LE4	virus
5i61_B	2	496	Q50LE4	virus
5i61_B	403	511	Q50LE4	virus
5i62_A	16	200	Q50LE4	virus
5i62_A	2	508	Q50LE4	virus
5i62_A	242	368	Q50LE4	virus
5i62_A	253	384	Q50LE4	virus
5i62_A	48	492	Q50LE4	virus
5ibl_B	1	299	C9EL84	virus
5ibv_A	1	217	Q9IFX1	virus
5ibv_A	1	311	Q9IFX1	virus
5ibv_A	29	284	Q9IFX1	virus
5ibv_A	29	301	Q9IFX1	virus
5ih9_A	46	248	Q14680	human
5ih9_A	6	248	Q14680	human
5ihl_A	91	144	P25942	human
5ikm_A	1	88	I6XG39	virus
5ikm_A	50	245	I6XG39	virus
5im3_A	414	493	Q9I4I1	bacteria
5ine_A	1	349	Q9ICW1	virus
5ine_A	188	349	Q9ICW1	virus
5ipx_A	1	234	Q76SF9	virus
5ipx_A	1	283	Q76SF9	virus
5ipx_A	234	283	Q76SF9	virus
5iro_D	1	103	Q8BEL5	virus
5iwd_A	1	113	P16790	virus
5iwd_A	1	262	P16790	virus
5iwd_A	114	262	P16790	virus
5ixa_A	1	109	P16790	virus
5ixa_A	1	251	P16790	virus
5ixa_A	109	251	P16790	virus
5iy9_V	69	237	P19447	human
5iyb_U	1	171	P23193	human
5iyb_U	41	170	P23193	human
5iyd_A	211	843	P24928	human
5iyd_A	222	514	P24928	human
5iyd_A	243	522	P24928	human
5iyd_A	314	525	P24928	human
5iyn_A	1	304	D0QJ68	virus
5iyn_A	51	304	D0QJ68	virus
5iyt_A	3	104	O91734	virus
5iyt_A	3	183	O91734	virus
5iz7_A	395	505	A0A024B7W1	virus
5iz7_D	1	76	A0A024B7W1	virus
5ize_A	2	181	P23456	virus
5ize_A	2	95	P23456	virus
5ize_A	95	181	P23456	virus
5j09_A	1	172	A0A023R6W2	virus
5j09_A	31	172	A0A023R6W2	virus
5j1e_A	1	542	P03366	virus
5j1n_A	2	87	Q6GWS6	virus
5j1n_A	87	148	Q6GWS6	virus
5j2m_A	1	559	P04585	virus
5j3d_F	1	358	P03420	virus
5j3o_A	3	310	K4LM89	virus
5j3o_A	54	310	K4LM89	virus
5j40_A	1	359	P03072	virus
5j40_A	132	196	P03072	virus
5j40_A	138	225	P03072	virus
